dataset,origin,id,doc,summ,model_name,cut,error_type,annotated_span
CLIFF,xsum,39263182,"Neil Aspin's promotion-chasing hosts have not lost in nine National League matches while Adam Lockwood's side are unbeaten in five. Guiseley went ahead on 15 minutes against the run of play when a throw-in found James Hurst who squared to Jake Lawlor to stroke into an empty net. Gateshead defender Liam Hogan superbly blocked Jordan Preston's effort and Guiseley keeper Jonny Maxted then saved well from Wesley York's shot just before the break. The hosts, who started the second half well, levelled on 62 minutes when a slip by half-time substitute Derek Asamoah let York curl sweetly into the top-right corner from the edge of the box. Match report supplied by the Press Association. Match ends, Gateshead 1, Guiseley 1. Second Half ends, Gateshead 1, Guiseley 1. Substitution, Guiseley. Michael Rankine replaces Jordan Preston. Substitution, Gateshead. Luke Hannant replaces Gus Mafuta. Gus Mafuta (Gateshead) is shown the yellow card. Substitution, Guiseley. Adam Boyes replaces Jake Cassidy. Goal!  Gateshead 1, Guiseley 1. Wes York (Gateshead). Substitution, Guiseley. Derek Asamoah replaces Kevan Hurst. Second Half begins Gateshead 0, Guiseley 1. First Half ends, Gateshead 0, Guiseley 1. Simon Walton (Guiseley) is shown the yellow card. Goal!  Gateshead 0, Guiseley 1. Jake Lawlor (Guiseley). First Half begins. Lineups are announced and players are warming up.",Gateshead and Guiseley maintained their unbeaten starts to the season with a 1 - 1 draw at the International Stadium.,BART,val,['intrinsic-NP'],['starts to the season']
CLIFF,xsum,13599161,"Cuadrilla, the firm behind the tests, said drilling had been suspended as a precaution after the 1.5 magnitude tremor - the second in two months. It will now examine the data collected by the British Geological Survey (BGS) before deciding whether to resume. A tremor centred on Poulton-le-Fylde on 1 April shared a ""similar location and mechanism"", the BSG said. Shale gas drilling, known as ""fracking"", involves shattering hard shale rocks underground to release gas using either hydraulic pressure or tiny explosions. Mark Miller, chief executive of Cuadrilla Resources, said: ""We take our responsibilities very seriously and that is why we have stopped fracking operations to share information and consult with the relevant authorities and other experts. ""We expect that this analysis and subsequent consultation will take a number of weeks to conclude and we will decide on appropriate actions after that."" The process has proved controversial in the US with environmentalists alleging that shale gas leaking into their drinking supply could cause tap water to ignite. But earlier this month the Commons energy select committee called on ministers to support the process in the UK arguing that environmental problems associated with it in the US could be overcome by tight regulation and good industry practice. The BGS said it was also monitoring fracking as a precaution. There have been two small earthquakes in Lancashire since fracking began in the county in March, including the latest on Friday. In an analysis of the April quake published on its website the BGS said: ""Any process that injects pressurised water into rocks at depth will cause the rock to fracture and possibly produce earthquakes. ""It is well known that injection of water or other fluids during the oil extraction and geothermal engineering, such as Shale gas, processes can result in earthquake activity."" The BGS said the April tremor took place 1.2 miles (2km) away from the drilling site but said its monitoring instruments were 50 miles (80km) away. Speaking about the latest quake, Dr Brian Baptie, head of seismology at the BGS, said: ""The earthquake was felt by at least one person in Poulton-Le-Fylde. ""Our analysis places the epicentre of the event to within 2km of the Preese Hall site. ""Data from two temporary instruments close to the drill site, installed after the magnitude 2.3 earthquake on 1 April, indicate that the event occurred at a depth of approximately 2km (1.2 miles). ""The recorded waveforms are very similar to those from the magnitude 2.3 event last month, which suggests that the two events share a similar location and mechanism.""","Shale gas drilling in Lancashire has been suspended after a small earthquake was felt by at least one person, the UK's seismologists have said.",BART,test,correct,
CLIFF,xsum,38333121,"Angus Carpenter, of Liverpool, who has played in the city centre for more than 30 years, denied three counts of fraud. The 62-year-old was found guilty of one count when he played with a Hillsborough Justice Campaign banner draped on his bagpipes in April 2015. He was cleared of the two other counts by a jury at Liverpool Crown Court. Sgt Chris Gaynor told the court during the two day trial that Carpenter, from Woolton, gave the impression he was collecting cash for the Hillsborough Justice Campaign. In his defence, Carpenter - who usually wears a kilt and piper's regalia when he performs - said he had piped for the charity in the past but on this occasion he was simply busking. Kenneth Derbyshire, chairman of the Hillsborough Justice Campaign, said he had given Carpenter permission to design and display a banner featuring the eternal flame and the word justice. But he said he had made it clear he was not use it to collect funds for the charity. Carpenter told the court the banner was a tribute to the victims, not an attempt to deceive anyone. He also told the court he was a familiar face on match days at Anfield and known as a busker to the Hillsborough Justice Campaign. He will be sentenced in January.","A bagpipes player has been found guilty of defrauding a Hillsborough charity out of more than £ 1,000.",BART,val,"['intrinsic-NP', 'extrinsic-NP']","['a Hillsborough charity', 'more than £ 1,000']"
CLIFF,xsum,38034979,"Grant Ward's scuffed shot put Town ahead before Luke Varney rolled the ball into an empty net after QPR keeper Alex Smithies miscued a clearance. Cole Skuse's long-range shot fell to Tom Lawrence, who capped the scoring with a calm finish into the corner. Rangers offered little in attack, but sub Sandro headed Tjarron Cherry's corner against the post late on. Ipswich had failed to score in seven of their previous 10 Championship games, but could have had plenty more, with Christophe Berra heading wide from six yards, and Skuse firing a volley straight at Smithies. The Rs have won only once in their last six matches away from Loftus Road, and rarely looked like improving that record in Ian Holloway's second game in charge. The win lifted Mick McCarthy's Ipswich up four places to 14th and above Rangers, who slipped to 15th. Ipswich manager Mick McCarthy: ""The irony was that poor old Alex Smithies cost them the second goal which set us up to win as comprehensively as we did. He then kept it from being an embarrassing scoreline, but I'll take three. ""With Luke Varney and also Jonathan Douglas, I knew what I was going to get - even though I bet some people weren't thinking that when they saw the teamsheet. Luke epitomised everything what I want in this team. ""We have not been bristling with confidence. I have had a couple of rotten weekends after Rotherham and Nottingham Forest. But hopefully Ipswich can be a happier place than it has been."" QPR boss Ian Holloway:  ""I am sure everyone will say everything hinged on the second goal, but it shouldn't have. ""The goal was a calamity and after that we were awful and it could have been four or five. ""Everyone will blame my keeper but I won't as my defenders should have made an angle for him. Even with my legs, I would have ran back and tried to help him. ""My players need to be mentally tougher as a group. I am disappointed with how we finished today. We have got to try and be a bigger, braver and more solid team."" Match ends, Ipswich Town 3, Queens Park Rangers 0. Second Half ends, Ipswich Town 3, Queens Park Rangers 0. Attempt saved. Yeni N'Gbakoto (Queens Park Rangers) right footed shot from outside the box is saved in the bottom left corner. Yeni N'Gbakoto (Queens Park Rangers) wins a free kick in the attacking half. Foul by Luke Chambers (Ipswich Town). Attempt saved. Freddie Sears (Ipswich Town) right footed shot from the centre of the box is saved in the bottom left corner. Assisted by Jonathan Douglas. Offside, Ipswich Town. Leon Best tries a through ball, but Jonathan Douglas is caught offside. Attempt saved. David McGoldrick (Ipswich Town) right footed shot from the centre of the box is saved in the top centre of the goal. Assisted by Leon Best. Attempt saved. Freddie Sears (Ipswich Town) right footed shot from outside the box is saved in the centre of the goal. Assisted by Cole Skuse. Karl Henry (Queens Park Rangers) wins a free kick in the defensive half. Foul by Jonathan Douglas (Ipswich Town). Offside, Queens Park Rangers. Alex Smithies tries a through ball, but Idrissa Sylla is caught offside. Sandro (Queens Park Rangers) wins a free kick in the defensive half. Foul by David McGoldrick (Ipswich Town). Attempt blocked. Cole Skuse (Ipswich Town) right footed shot from outside the box is blocked. Corner,  Ipswich Town. Conceded by Grant Hall. Karl Henry (Queens Park Rangers) wins a free kick in the attacking half. Foul by Cole Skuse (Ipswich Town). Attempt missed. Jonathan Douglas (Ipswich Town) header from the centre of the box is close, but misses to the left. Assisted by Freddie Sears with a cross following a corner. Corner,  Ipswich Town. Conceded by Alex Smithies. Attempt saved. Grant Ward (Ipswich Town) right footed shot from the centre of the box is saved in the bottom left corner. Assisted by Freddie Sears with a through ball. Alex Smithies (Queens Park Rangers) wins a free kick in the defensive half. Foul by Jonathan Douglas (Ipswich Town). Corner,  Ipswich Town. Conceded by Alex Smithies. Attempt saved. David McGoldrick (Ipswich Town) right footed shot from the right side of the box is saved in the bottom left corner. Assisted by Grant Ward. Attempt missed. David McGoldrick (Ipswich Town) right footed shot from more than 35 yards misses to the left. Assisted by Cole Skuse following a set piece situation. Substitution, Ipswich Town. Leon Best replaces Tom Lawrence. Foul by Nedum Onuoha (Queens Park Rangers). Grant Ward (Ipswich Town) wins a free kick in the attacking half. Corner,  Queens Park Rangers. Conceded by Grant Ward. Corner,  Queens Park Rangers. Conceded by Adam Webster. Sandro (Queens Park Rangers) wins a free kick in the defensive half. Foul by Jonathan Douglas (Ipswich Town). Sandro (Queens Park Rangers) hits the right post with a header from the right side of the six yard box. Assisted by Tjaronn Chery with a cross following a corner. Corner,  Queens Park Rangers. Conceded by Christophe Berra. Attempt missed. David McGoldrick (Ipswich Town) right footed shot from outside the box misses to the right. Assisted by Tom Lawrence. Foul by Sandro (Queens Park Rangers). Jonathan Douglas (Ipswich Town) wins a free kick in the defensive half. Foul by Karl Henry (Queens Park Rangers). Cole Skuse (Ipswich Town) wins a free kick on the left wing.",Ipswich Town ended a run of three straight Championship defeats with a comfortable victory over QPR at Portman Road.,BART,test,['extrinsic-NP'],['three straight Championship defeats']
CLIFF,xsum,36329854,"Wells, 23, impressed in the T20 Blast last season, scoring 373 runs at 28.69 - with a strike rate of 138.66. Wells said: ""It's clear that the club is going in the right direction and it's really exciting. ""The environment created by the coaches is of elite performance and it's making the lads want to be a part of it.""",Worcestershire batsman Liam Wells has signed a two - year contract extension with the county until the end of the 2018 season.,BART,val,['extrinsic-entire_sent'],['Worcestershire batsman Liam Wells has signed a two - year contract extension with the county until the end of the 2018 season.']
CLIFF,xsum,38595401,"The Reds, who are fifth in National Two South, beat third-placed Chinnor 29-12 for a second win in a row. ""Tommy Phillips, Ben Priddey and Craig Williams really led the team from the front,"" Churcher told BBC Cornwall. ""If your front row and front five are making 70-plus tackles in a game you're going to be doing well and that's what happened against Chinnor."" The Reds face seven teams who are below them in the table in their next eight games, as well as league leaders Old Elthamians. Churcher believes his side still has a lot of room for improvement, adding: ""Chinnor wasn't the complete performance, but emotionally it was a really dogged performance. ""We've got to build on what we did last weekend, because if we don't, last weekend will have been a waste of time.""",Cornish Reds head coach Chris Churcher has praised his side's front row after they beat Chinnor in their latest National Two South game.,BART,test,['extrinsic-NP'],"['Cornish', 'Chris']"
CLIFF,xsum,33183140,"The police allege 28-year-old Nazrul, also called Nazu, was the man who raped the 74-year-old nun. The man, allegedly a Bangladeshi citizen, was arrested at a railway station in Kolkata (Calcutta). The incident caused outrage in India and led to street protests in many cities across the country. This marks the sixth arrest in the crime. Police have identified eight suspects in the attack, of which two still remain untraced. ""All the five accused arrested earlier have named Nazrul as the person who raped the nun,"" a police officer told the BBC. Dilip Kumar Adak, deputy inspector general of the state's Criminal Investigation Department, told the AFP news agency that police acted on a tip off that Nazu, who had fled to Bangladesh after being identified from CCTV footage of the attack, was due to return to Kolkata by train. In May, the police said they had arrested Milon Sarkar and described him as the leader of the gang which attacked the convent. They said it was not clear what role the man had played in the case. During the attack in Ranaghat town on 14 March, money was stolen from the convent school and the building ransacked, before the nun was raped in the convent itself.",Police in the Indian state of West Bengal say they have arrested a man in connection with the rape of a nun at a convent in March.,BART,val,['extrinsic-NP'],['West Bengal']
CLIFF,xsum,32539063,"We are aware that this interactive video may not work on some older browsers. You can find a non-interactive version of the content below. In this interactive video, Robert Opie - the founder of the Museum of Brands, Packaging and Advertising in London - outlines some of the main reasons why we change what we buy. The arrival of the domestic freezer, of washing powder, and of cheaper imports all affected the sort of items on sale and popular among UK consumers. The interactive elements to this video also explore how ownership and ranking of some of the biggest brands in the UK is changing. The video works best in full screen Click on the links below to read the extra information used in this video in a non-interactive format: What in the world does China own? Top tips on freezing food, BBC Good Food Annual survey ranking the top 20 consumer brands in the UK Museum of Brands, Packaging and Advertising","The way we buy things has changed dramatically in the UK over the past 50 years, according to research by the Museum of Brands.",BART,test,"['extrinsic-NP', 'intrinsic-NP']","['the past 50 years', 'Museum of Brands']"
CLIFF,xsum,37471830,"The first incident saw a 71-year-old woman from Sandyhills tricked by someone claiming to work for BT. Now a woman in Stranraer has lost money to a caller who said he was contacting her about problems with her internet. He claimed to be from BT technical support and gained remote access to her computer to take the cash. The Sandyhills incident happened on 15 September with the Stranraer con taking place seven days later. PC Siobhan Pellett said: ""The ease with which these people seem to be able to gain access to their victim's computer is frightening and the sums of money being taken are substantial. ""We are asking people to be very, very careful when answering a cold call from someone who tries to gain remote access to their computer in order to rectify an alleged fault. ""Our message is worth repeating once again that people should never, never give out any banking details or account numbers over the telephone. ""Banks, building societies and reputable businesses never ask for this information.""","Two elderly women have been conned out of more than £ 10,000 in two separate cold call scams, police have said.",BART,val,['extrinsic-NP'],"['more than £ 10,000']"
CLIFF,xsum,40642906,"Duffy, 37, has joined the third-placed Championship side on a one-year contract after leaving Swinton Lions. The Scotland assistant coach will lead Featherstone in their final league game against Toulouse on Saturday before the upcoming Super 8 Qualifiers. ""He is a fantastic coach and we are very excited to see how his reign here unfolds,"" chairman Mark Campbell said. ""We believe he has done a remarkable job in extremely difficult circumstances at Swinton and he deserves a great deal of credit for his efforts there."" Duffy, who played for Leigh, Widnes and Salford during a 16-year playing career, has been replaced by his former assistant Stuart Littler at fellow Championship side Swinton.",Featherstone Rovers have appointed Kevin Duffy as their new head coach on a two - year deal.,BART,test,['extrinsic-NP'],"['Kevin', 'two - year']"
CLIFF,xsum,34737471,"The boy, Julian Hernandez, disappeared when he was five and is now 18, living with his father in Cleveland. Bobby Hernandez, 53, was arrested and is being held at a jail in Ohio. The FBI received a tip on 30 October that this teenager may be the long-missing child after problems he had applying for college. The agency worked with Alabama police and the National Center for Missing and Exploited Children to confirm the boy's identity. His mother has been notified of his recovery, AL.com reports. His father is also charged with tampering with records in Ohio so he could obtain a driver's licence in 2012. He is being held at the Cuyahoga County Jail in Ohio with a $250,000 (Â£164,100) bail. Authorities suspected around the time of the boy's disappearance that his father was possibly the culprit, according to AL.com. A missing persons database shows that Mr Hernandez said he was taking his son to pre-school in August 2002 but then fled.","The father of an Alabama boy who went missing in 2002 has been arrested on suspicion of kidnapping his son, the FBI has said.",BART,val,correct,
CLIFF,xsum,28328378,"Firefighters spent several days at the site in Duncan Street following the blaze on 2 March, which reduced train services and caused travel delays. The Environment Agency (EA) suspended Recovered Fuels Shipping Limited from accepting waste after the fire. The firm was ""broadly compliant"" with fire safety law, the fire service said. Recovered Fuels Shipping Limited, whose site was run by Asset and Land Group, could not be contacted for a comment. It has until 7 August to appeal the decision. Greater Manchester Fire and Rescue Service (GMFRS) visited the premises nine times in the last 12 months. Geoff Harris, GMFRS area manager, said: ""The site operators, Asset and Land, have been broadly compliant with fire safety legislation throughout that time."" The fire service raised concerns to the EA in February over the impact a fire could have on nearby residents, transport and the environment. ""The EA were very interested in our concerns, which resulted in our fire safety officers conducting joint visits to the site with EA staff, the EA decided to take enforcement action against the site operators,"" Mr Harris said. An EA spokesman said: ""After consideration of all the facts relating to the company and the site, the EA has now decided to revoke the environmental permit. ""Subject to any appeal, the revocation takes effect on 7 August, which means after that date the company will no longer be able to operate from that site. The company is still required to remove all the waste."" The cause of the fire remains undetermined.",An environmental agency has revoked the permit of a recycling site in Manchester which was the scene of a major fire last month.,BART,test,['extrinsic-NP'],['last month']
CLIFF,xsum,26381454,"Pro-Kremlin party A Just Russia put forward both bills, and linked them directly to the situation in Ukraine. Separatist and pro-Russian feelings are strong in Ukraine's Crimea region, which is now the focus of the crisis. Russian MPs say a referendum or a plea from a territory's leaders would be enough to trigger the new provisions. There are already many Russian citizens in Crimea. In Sevastopol, base of the Russian Black Sea Fleet, a majority hold Russian passports. Under Russia's existing law, a neighbouring state would have to sign a treaty with Russia to allow part of its territory to become a new ""subject"" of the Russian Federation. But Mikhail Yemelyanov, deputy leader of A Just Russia, said the law had been drafted for peaceful times, and did not go far enough for situations where a state was falling apart. ""In conditions where a neighbouring state is disintegrating I don't think the Russian Federation should be restricted in its ability to accept a territory whose people have expressed a clear will and desire to be in Russia,"" he said. Since Russia's war with Georgia in 2008, the breakaway Georgian territories of Abkhazia and South Ossetia have come under Moscow's control. Russia poured troops into both regions to help pro-Russian separatists who did not recognise Georgia's authority. The other bill to be considered by the Duma - Russia's lower house - would speed up the procedures for issuing Russian passports. Passport applicants would not have to pay a state tax, and previous residence in Russia would no longer be required. In addition, they would not have to have sufficient funds to support themselves and would not have to give up their Ukrainian citizenship. The bill's preamble says it is aimed ""at supporting the fraternal people of Ukraine, especially the Russian-speaking ones, who are defenceless in the face of the 'brown threat',"" a reference to World War Two fascists who wore brown uniforms. The bill would allow Ukrainians to apply for Russian passports at Russian diplomatic missions before 1 August, and they could become citizens after two months, instead of waiting a year, as is currently the norm. The plan to have a new fast-track procedure for issuing Russian passports was announced in Sevastopol on Thursday by A Just Russia leader Sergei Mironov. Several Russian MPs have also gone to Crimea, including Russian celebrities - former Olympic ice skating champion Irina Rodnina, former cosmonaut Valentina Tereshkova and heavyweight boxer Nikolai Valuev.","Russia's upper house of parliament, the Duma, is to consider two bills that would allow Russia to take over parts of neighbouring states' territory if they wish to secede.",BART,val,['extrinsic-NP'],['upper house of parliament']
